Sr_No,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,Location,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Website,Specialties,Facilities,Establised_Year,Emergency_Services,latitude,longitude,total_beds,position_group
24596,Sri Ramakrishna Hospital / Rk Hospital and Rk Diagnostic And Research Centre,,,,"17-0-Nethaji Bye Pass Road,Tamil Nadu,Dharmapuri",17-0-Nethaji Bye Pass Road,Tamil Nadu,Dharmapuri,,636701,,,,,,,,,,,,,
24597,Supa Hospital,,,,"#37, Siddha Veerappa Chetty Street,Near ,Near Bus Stand","37, Siddha Veerappa Chetty Street,Near,Near Bus Stand.",Tamil Nadu,Dharmapuri,,636701,,,,,,,,,,,,,
24598,"Vasan Eye Care Hospital, Dharmapuri",,,,"Dharmapuri Bus Owners Association Buildg, Opp To Senthilkumar Textiles, No.1A, V. R. Sundaram Street","Dharmapuri Bus Owners Association Buildg, Opp To Senthilkumar Textiles, No.1A, V. R. Sundaram Street,",Tamil Nadu,Dharmapuri,,636701,,,,,,,,,,,,,
24599,Thangam Hospital,,,,"76/41 C ,Salem Main Road","76/41 C,Salem Main Road,.",Tamil Nadu,Dharmapuri,,636705,,,,,,,,,,,,,
24600,Dr.M.Rajendran Hospital,,,,Doddampatti Road,Doddampatti Road,Tamil Nadu,Dharmapuri,,636808,,,,,,,,,,,,,
24601,Sakthi Nursing Home,,,,",Pennagaram",",Pennagaram.",Tamil Nadu,Dharmapuri,,636810,,,,,,,,,,,,,
24602,S.S.Hospital,,,,"#4/719 , Katcherimedu","4/719, Katcherimedu,,.",Tamil Nadu,Dharmapuri,,636903,,,,,,,,,,,,,
24603,Annai Clinic,,,,"#1, R.V.Nagar","1, R.V.Nagar,,.",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24604,Annai Perinbam Hospital (P) Ltd,,,,"#54, Pandian Nagar,4 Th Street","54, Pandian Nagar,4 Th Street,.",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24605,Aravind Eye Hospitals,,,,"#31-A,New Agraharam,Palani Road","31-A,New Agraharam,Palani Road,.",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24606,J. J. Arul Hospital,,,,"No. 8/2, Ymr Patti,Arthi Theatre Road,Telephone Colony","No. 8/2, Ymr Patti,Arthi Theatre Road,Telephone Colony,",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24607,Jcb Hospitals,,,,"No-1, Veppanthoppu Street Palani Road","No-1, Veppanthoppu Street Palani Road",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24608,Jeganath Hospital,,,,"No:10, New Agraharam, Palani Road","No:10, New Agraharam, Palani Road, Dindigul-624001",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24609,Jj Hospitals,,,,"# 8/2 Ymr Patti, Arthi Theatre Road Telephone Colony","8/2 Ymr Patti, Arthi Theatre Road Telephone Colony",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24610,K V Hospital Iswarya Fertility Center),,,,22P Dindugal Road,"22P Dindugal Road,",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24611,Kamala Mother and Child Hospital,,,,"1/419A, Thadicombu Road, Near Mvm College","1/419A, Thadicombu Road, Near Mvm College.",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24612,Kanna Hospital,,,,"13D, Aarthi Theatre Road, Y. M. R. Patti","13D, Aarthi Theatre Road, Y. M. R. Patti",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24613,Meenakshi Nursing Home,,,,"14,Spencer`S Compund","14,Spencer`S Compund,",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24614,R.K.Gut Clinic,,,,"11/3, Narayana Nagar","11/3, Narayana Nagar",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24615,Sangeereni Nursing Home,,,,"#89, South St","89, South St,,.",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24616,Sankara Hospitals,,,,"#123/13 B, L.G.B. Compound,Mengles Rd","123/13 B, L.G.B. Compound,,Mengles Rd,.",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24617,Saravana Hospitals,,,,"#10, Veeppathope St,Near Palani Road, Sonatower","10, Veeppathope St,Near Palani Road, Sonatower,.",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24618,Shammuka Nursing Home,,,,"No.100,New Agraharam ,Palani Road","No.100,New Agraharam,Palani Road,.",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24619,Shree Sathya Subha Hospital,,,,53/49 New Agraharam Palani Road,53/49 New Agraharam Palani Road,Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24620,St.Joseph Hospital Dindigul,,,,"15, Trichy Road","15, Trichy Road,Dindigul",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24621,Vasan Eye Care Hospital,,,,"3-A-6 Railway Station Road, Near Ganesh Theater","3-A-6 Railway Station Road, Near Ganesh Theater",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24622,Vijaya Clinic Diabetes Care Centre,,,,"22/26, Chatram Street, Dindigul","22/26, Chatram Street, Dindigul,",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24623,Vijaya Hospital,,,,"E.V.R.Periyar Salai,West Govindapuram","E.V.R.Periyar Salai,West Govindapuram,.",Tamil Nadu,Dindigul,,624001,,,,,,,,,,,,,
24624,Aswin Hospitals,,,,"112, Mengles Road Nagal Nagar Post Dindigul","112, Mengles Road Nagal Nagar Post Dindigul",Tamil Nadu,Dindigul,,624003,,,,,,,,,,,,,
24625,Bharathi Hospital,,,,"# 24/C, Sowrashtrapuram (1St Cross) Nagal Nagar","24/C, Sowrashtrapuram (1St Cross) Nagal Nagar",Tamil Nadu,Dindigul,,624003,,,,,,,,,,,,,
24626,Bharathi Mission Hospital,,,,"11/91, Nvgb Hall Road Nagal Nagar","11/91, Nvgb Hall Road Nagal Nagar Dindigul",Tamil Nadu,Dindigul,,624003,,,,,,,,,,,,,
24627,Deenesh Hospital,,,,"95/B-1 E.B. Colony, Thiruvalluvar Salai Dingigudi","95/B-1 E.B. Colony, Thiruvalluvar Salai Dingigudi",Tamil Nadu,Dindigul,,624003,,,,,,,,,,,,,
24628,Hillock Hospital and Research Centre,,,,"# 251, Natham Main Raod,Sirumalai Pirivu","251, Natham Main Raod,Sirumalai Pirivu.",Tamil Nadu,Dindigul,,624003,,,,,,,,,,,,,
24629,Jeganath Nursing Home,,,,New Agraharam,New Agraharam Dindigul,Tamil Nadu,Dindigul,,624003,,,,,,,,,,,,,
24630,Raja Rajeswari Nursing Home,,,,"46, Spencer Nagar","46, Spencer Nagar",Tamil Nadu,Dindigul,,624003,,,,,,,,,,,,,
24631,Shifa Hospital,,,,"Near Collector Office, Chennama Naickenpatty","Near Collector Office, Chennama Naickenpatty Dindigul",Tamil Nadu,Dindigul,,624004,,,,,,,,,,,,,
24632,City Hospital And Pavalam Trauma Care Centre,,,,"184, Trichy Road Gandhi Nagar","184, Trichy Road Gandhi Nagar Dindigul",Tamil Nadu,Dindigul,,624005,,,,,,,,,,,,,
24633,"City Hospital,Dindigul",,,,"4/361, Gandhiji Nagar,Trichy Road","4/361, Gandhiji Nagar,Trichy Road,",Tamil Nadu,Dindigul,,624005,,,,,,,,,,,,,
24634,Vimala Hospital,,,,Annanagar,Annanagar Dindigul Dindigul,Tamil Nadu,Dindigul,,624005,,,,,,,,,,,,,
24635,Van Allen Hospital,,,,"St. Mary's Road,Near Coacker's Walk","St. Mary's Road,Near Coacker's Walk.",Tamil Nadu,Dindigul,,624101,,,,,,,,,,,,,
24636,Kasi Speciality Hospital,,,,9-3-33 Opp: Mahalakshmi School Batlagundu,9-3-33 Opp: Mahalakshmi School Batlagundu,Tamil Nadu,Dindigul,,624202,,,,,,,,,,,,,
24637,Leonard Hospital,,,,Dindigul Main Road Batlagundu Batlagundu,Dindigul Main Road Batlagundu Batlagundu,Tamil Nadu,Dindigul,,624202,,,,,,,,,,,,,
24638,Shanmugam Surgical and Fertility Hospital,,,,"4-2/30/4, High School Road Poonjolai","4-2/30/4, High School Road Poonjolai",Tamil Nadu,Dindigul,,624301,,,,,,,,,,,,,
24639,Kasturba Hospital,,,,"Gandhigram Trust, Gandhigram","Gandhigram Trust, Gandhigram",Tamil Nadu,Dindigul,,624302,,,,,,,,,,,,,
24640,Audhithya Ortho Hospital,,,,"#79, Dindigul Rd","79, Dindigul Rd",Tamil Nadu,Dindigul,,624601,,,,,,,,,,,,,
24641,Best Hospital,,,,"#2, Subramaniapuram Rd,Nal Road","2, Subramaniapuram Rd,Nal Road,",Tamil Nadu,Dindigul,,624601,,,,,,,,,,,,,
24642,Ds Hospital (P) Ltd.,,,,"#4/12A, Anna Nagar,Back To Valluvar Theatre","4/12A, Anna Nagar,Back To Valluvar Theatre",Tamil Nadu,Dindigul,,624601,,,,,,,,,,,,,
24643,K.G Hospital,,,,Palani,Palani,Tamil Nadu,Dindigul,,624601,,,,,,,,,,,,,
24644,Kv Heart Hospital,,,,"72-B, Dindigul Road Palani","72-B, Dindigul Road Palani",Tamil Nadu,Dindigul,,624601,,,,,,,,,,,,,
24645,Palani Balaji Fertility Centre,,,,"4/12A, Anna Nagar,Palani","4/12A, Anna Nagar,Palani-",Tamil Nadu,Dindigul,,624601,,,,,,,,,,,,,
24646,Priya Hospital,,,,"No. 2/2, Nethaji Nagar, Dindigul Road, Palani","No. 2/2, Nethaji Nagar, Dindigul Road, Palani",Tamil Nadu,Dindigul,,624601,,,,,,,,,,,,,
24647,Sanjay Surgical Hospital,,,,"8, Vijayarangamudali","8, Vijayarangamudali,",Tamil Nadu,Dindigul,,624601,,,,,,,,,,,,,
24648,SankararamanS Nursing Home,,,,"# 50, Subramaniapuram Road","50, Subramaniapuram Road",Tamil Nadu,Dindigul,,624601,,,,,,,,,,,,,
24649,Sree Ramadasa Samy Hospital Pvt Ltd,,,,"48,Dindigul Road,Opp To Government Hospital,Palani","48,Dindigul Road,Opp To Government Hospital,Palani",Tamil Nadu,Dindigul,,624601,,,,,,,,,,,,,
24650,K.R. Hospital,,,,"#284 B/9, .K.R.Hospital,By- Pass Road","284 B/9, .K.R.Hospital,By- Pass Road,.",Tamil Nadu,Dindigul,,624619,,,,,,,,,,,,,
24651,Sakthi Hospital (P) Ltd.,,,,Thiruvalluvar Salai,"Thiruvalluvar Salai,,.",Tamil Nadu,Dindigul,,624619,,,,,,,,,,,,,
24652,Sri Amman Hospital,,,,"No.35-P/18, Dharapuram Road, Oddanchatram","No.35-P/18, Dharapuram Road, Oddanchatram,",Tamil Nadu,Dindigul,,624619,,,,,,,,,,,,,
24653,Dr Raja Gopal Hospital,,,,Friv Aid Centre Main Road Karoor Road Guziliamparai,Friv Aid Centre Main Road Karoor Road Guziliamparai,Tamil Nadu,Dindigul,,624703,,,,,,,,,,,,,
24654,Shri Sakthi Vinayakkar Hospital,,,,"95, 95A Near Bus Stand Main Road Guziliamparai","95, 95A Near Bus Stand Main Road Guziliamparai",Tamil Nadu,Dindigul,,624703,,,,,,,,,,,,,
24655,Ashwin Hospital,,,,"212/545, Skc Road, Surampatty Nall Road","212/545, Skc Road, Surampatty Nall Road, Erode",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24656,Ck Hospital,,,,"41, Balasubbarayalu Street","41, Balasubbarayalu Street",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24657,Duraisamy Hospital,,,,"36, Kalaimagal Kalvi Nilayam Road","36, Kalaimagal Kalvi Nilayam Road,",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24658,Erode Ortho Center,,,,"Old No. 803, New No. 384,Evn Road,Near Railway Station","Old No. 803, New No. 384,Evn Road,Near Railway Station,",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24659,Erode Trust Hospital,,,,"#42/14 Chinnamuthu Ii Street,Natersar Mill Enclave,Perundurai Road","42/14 Chinnamuthu Ii Street,Natersar Mill Enclave,Perundurai Road,.",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24660,J.B. Clinic And Hospital,,,,"#23, Veterinary Hospital Road","23, Veterinary Hospital Road,.",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24661,Kumarasamy Hospital,,,,"H-137, Periyar Nagar, , Periyar Nagar","H-137, Periyar Nagar, Periyar Nagar,",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24662,Lotus Hospitals and Research Center Limited,,,,"90, Thayumanava Sundaram Street, Poondurai Main Road Kollampalayam","90, Thayumanava Sundaram Street, Poondurai Main Road Kollampalayam,",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24663,M.R Nursing Home,,,,"246,Netaji Street","246,Netaji Street,Erode",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24664,Naarayani Hospital,,,,"165, Easwaran Pillai Street, Near Fire Service Station, Kaalai Madu Statue","165, Easwaran Pillai Street, Near Fire Service Station, Kaalai Madu Statue,",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24665,Naseer Nursing Home,,,,Ghandhiji Road,"Ghandhiji Road, Erode-",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24666,National Hospital,,,,"Saveetha Hospital Complex,#333, Brough Road","Saveetha Hospital Complex,333, Brough Road,.",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24667,Saveetha Hospital,,,,,Erode,Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24668,Shabeer Hospital,,,,"No.28 & 30, State Bank Road, Behind Central Theatre","No.28 & 30, State Bank Road, Behind Central Theatre,",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24669,Sri Hari Sakthivel Hospital,,,,"61/82, Vinayakar Kovil Street , Karungalpalayam","61/82, Vinayakar Kovil Street, Karungalpalayam",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24670,Sri Jothi Hospitals,,,,"Nehruji Street, Nadar Medu","Nehruji Street, Nadar Medu, Erode",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24671,Sri Raghavendra Eye Hospital,,,,"72, Mosuvanna Street, Opp To Tneb Central Office","72, Mosuvanna Street, Opp To Tneb Central Office",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24672,Srimathi Murugesan Hospital,,,,"52,Kalaimagal Kalvi,Nilayam Road","52,Kalaimagal Kalvi,Nilayam Road,Erode",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24673,T.P.N.Hospital,,,,732.Brough Road,732.Brough Road,Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24674,Thangam Hospital,,,,H-123. Periyar Nagar,H-123. Periyar Nagar,Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24675,Universal Hospital,,,,"447, Brough Road","447, Brough Road,",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24676,Vikram Hospital,,,,"12/29, State Bank Road","12/29, State Bank Road, Erode",Tamil Nadu,Erode,,638001,,,,,,,,,,,,,
24677,Adhithya Medical Centre and Hospital,,,,"#94-95, Nehruji Street,Poondurai Main Road,Nadar Medu","94-95, Nehruji Street,Poondurai Main Road,Nadar Medu.",Tamil Nadu,Erode,,638002,,,,,,,,,,,,,
24678,City Hospital,,,,"87, Rkv Road, Near Chennai Silks","87, Rkv Road, Near Chennai Silks",Tamil Nadu,Erode,,638003,,,,,,,,,,,,,
24679,Dhanvantri Critical Care Center,,,,"Old No - 60-61 New No. 27-28, Poonkundramar Street Karungal Palayam","Old No - 60-61 New No. 27-28, Poonkundramar Street Karungal Palayam",Tamil Nadu,Erode,,638003,,,,,,,,,,,,,
24680,K.B.N. Nursing Home,,,,"#49/1, Mosikeeranar Street,Near Krishna Theatre","49/1, Mosikeeranar Street,Near Krishna Theatre.",Tamil Nadu,Erode,,638003,,,,,,,,,,,,,
24681,V K Hospital,,,,"33, Krishnampalayam Road, Karungalpalayam","33, Krishnampalayam Road, Karungalpalayam,",Tamil Nadu,Erode,,638003,,,,,,,,,,,,,
24682,Acchutha Eye Care,,,,"H3, Periyar Nagar Evn Road,Near Surampatti Naal Road","H3, Periyar Nagar Evn Road,Near Surampatti Naal Road,.",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24683,Annai Ent and Head and Neck Care Center,,,,"12 D, Palaniappa Street, Perundurai Road, Opp-Federal Bank","12 D, Palaniappa Street, Perundurai Road, Opp-Federal Bank",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24684,Dr Elaiyaperumal Laparoscopic Centre,,,,"284,E.V.N. Road","284,E.V.N. Road,Erode",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24685,Dr Nsk Hospital,,,,"No 5, Muthukaruppana Street, Gandhi Nagar, Near Government Hospital & Behind Power Station","No 5, Muthukaruppana Street, Gandhi Nagar, Near Government Hospital & Behind Power Station",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24686,Erode Kidneys Centre,,,,"# 13, Muthu Karuppan Street,Gandhi Nagar","13, Muthu Karuppan Street,Gandhi Nagar.",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24687,Jannet Nursing Home,,,,"178,Brough Road","178,Brough Road Erode",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24688,Kmch Speciality Hospital,,,,"#15, Palaniyappa Street,Near Gh","15, Palaniyappa Street,Near Gh.",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24689,L.V.S. Eye Hospital,,,,"13-A, Palaniappa Street, Opposite Govt Hospital, Near Shri Preethe Hospital","13-A, Palaniappa Street, Opposite Govt Hospital, Near Shri Preethe Hospital",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24690,Neuro Speciality Hospital,,,,"N0:281,Sabari Hospital Complex, E.V.N. Road, Surampatti Nall Road","N0:281,Sabari Hospital Complex, E.V.N. Road, Surampatti Nall Road,",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24691,Nishant Hospital,,,,"350,E.V.N Road,Near Pazhamudhir Nailayam,Opp Power House","350,E.V.N Road,Near Pazhamudhir Nailayam,Opp Power House",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24692,Shabari Speciality Hospital,,,,"402-A, E.V.N Roadm Surampatty Four Road","402-A, E.V.N Roadm Surampatty Four Road",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24693,Shri Preethe Hospital,,,,"15, Palaniappa Street 1St Road, Opp: Gh","15, Palaniappa Street 1St Road, Opp: Gh Erode",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24694,Sudha Hospital,,,,15 Palaniappa Street,15 Palaniappa Street,Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24695,Vadivu Subramanian Nursing Home,,,,"2, O.A. Ramasamy Street, Gandhi Nagar","2, O.A. Ramasamy Street, Gandhi Nagar",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24696,Valli Hospital,,,,"20, Evn Road, Surampatty Four Roads","20, Evn Road, Surampatty Four Roads,Erode",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24697,Vasan Eye Care Hospital,,,,"New No:285, Old No 352, E V Nanjappa Road","New No:285, Old No 352, E V Nanjappa Road",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24698,Vijaya Hospital,,,,"947, Evn Road","947, Evn Road, Erode - 638 009",Tamil Nadu,Erode,,638009,,,,,,,,,,,,,
24699,Arasan Eye Hospital,,,,"26 Annamalai Lay-Out, Opposite Royal Theatre, New Bus Stand","26 Annamalai Lay-Out, Opposite Royal Theatre, New Bus Stand, Erode",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24700,Bharani Paventhan Multi Speciality Hospital,,,,"#74, Sampath Nagar,Opposite District Court","74, Sampath Nagar,Opposite District Court.",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24701,Doctor K.Thangavelus Nursing Home,,,,"Perundurai Road,(Near Ravi Theatre)","Perundurai Road,(Near Ravi Theatre) Erode",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24702,Dr. Agarwal's Eye Hospital Ltd. - Erode,,,,"No-397/1, Perundurai Main Road,Opposite To Kpk Petrol Pump","No-397/1, Perundurai Main Road,Opposite To Kpk Petrol Pump,Erode",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24703,Hcg Centre Of Oncology - Erode,,,,"#547, Perundurai Road (Senthil Multi Specialty Hospital Campus)","547, Perundurai Road (Senthil Multi Specialty Hospital Campus) Erode",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24704,K G Nursing Home,,,,"47 Mettur Road Erode Ii, Tn 63804 Land Mark Adjacent To Bus Stand","47 Mettur Road Erode Ii, Tn 63804 Land Mark Adjacent To Bus Stand",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24705,Kalyani Kidney Care Centre,,,,"104,Main Road,Sampath Nagar,OppositeKongu Kalairangam","104,Main Road,Sampath Nagar,OppositeKongu Kalairangam,Erode",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24706,Kovai Medical Center Erode,,,,"No. 68, Perundurai Road","No. 68, Perundurai Road.",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24707,Maaruthi Medical Centre And Hospitals,,,,"564, 565, Perundurai Road","564, 565, Perundurai Road",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24708,Madhu Surgical Clinic,,,,"399,Perundurai Road","399,Perundurai Road, Erode",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24709,Maruthi Medical Centre and Hospital,,,,Perundurai Road,"Perundurai Road, Erode",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24710,Meena Pasupathi Surgical Clinic,,,,"112-A,Chinnamuthu Street,Eda Yankattu Valas","112-A,Chinnamuthu Street,Eda Yankattu Valas",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24711,Ranm Malathy Vijayakumar Hospital,,,,"66, Sampath Nagar, Main Road","66, Sampath Nagar, Main Road",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24712,Senthil Multispeciality Hospital,,,,"547, Perundurai Road","547, Perundurai Road",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24713,Sri Athi Sathya Hospital,,,,"Dr. Gopinath, Perundurai Road","Dr. Gopinath, Perundurai Road",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24714,Sri Harini Hospital,,,,"#10/1, Perundurai Road,Behind Reliance Web World","10/1, Perundurai Road,Behind Reliance Web World.",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24715,Sudha Hospitals,,,,"181, Perundurai Road Near Uti Bank","181, Perundurai Road Near Uti Bank",Tamil Nadu,Erode,,638011,,,,,,,,,,,,,
24716,Erode Cancer Centre,,,,"Velavan Nagar,Perundurai Road,Thindal","Velavan Nagar,Perundurai Road,Thindal.",Tamil Nadu,Erode,,638012,,,,,,,,,,,,,
24717,Shyam Sunder Hospital,,,,"90-91 Kattu Road, Chennaimalai","90-91 Kattu Road, Chennaimalai",Tamil Nadu,Erode,,638051,,,,,,,,,,,,,
24718,Gks Child Clinic,,,,352/4 Main Road Perundurai,352/4 Main Road Perundurai,Tamil Nadu,Erode,,638052,,,,,,,,,,,,,
24719,Kmch Perundurai Center,,,,Bhavani Main Road,Bhavani Main Road,Tamil Nadu,Erode,,638052,,,,,,,,,,,,,
24720,Kovai Medical Centre And Hospital,,,,301 Bhavani Main Road Perundurai Perundurai,301 Bhavani Main Road Perundurai Perundurai,Tamil Nadu,Erode,,638052,,,,,,,,,,,,,
24721,Krishna Medical Centre (Branch Of Kmch),,,,"301,Bhavani Main Road,Perundurai","301,Bhavani Main Road,Perundurai.",Tamil Nadu,Erode,,638052,,,,,,,,,,,,,
24722,Sree Shanthi Hospital,,,,"268/4, Erode Road","268/4, Erode Road,",Tamil Nadu,Erode,,638052,,,,,,,,,,,,,
24723,Irt-Perundurai Medical College andHospital,,,,Perundurai Sanatorium,"Perundurai Sanatorium,",Tamil Nadu,Erode,,638053,,,,,,,,,,,,,
24724,S K M Siddha and Ayurvedha Hospital,,,,"36, A - Gandhi Street, Near Union Office, Modakurichi","36, A - Gandhi Street, Near Union Office, Modakurichi, Erode",Tamil Nadu,Erode,,638104,,,,,,,,,,,,,
24725,Malar Hospital,,,,"107, Vellakovil Road, Muthur","107, Vellakovil Road, Muthur",Tamil Nadu,Erode,,638105,,,,,,,,,,,,,
24726,Veena Hospital,,,,"8/132, West Pudur Main Road, Nasiyanur","8/132, West Pudur Main Road, Nasiyanur",Tamil Nadu,Erode,,638107,,,,,,,,,,,,,
24727,Dr. K. M. Nallaswamy Hospital,,,,"93, Power House Road","93, Power House Road",Tamil Nadu,Erode,,638111,,,,,,,,,,,,,
24728,P P Hospital,,,,"Bye Pass Road, Kodumudi","Bye Pass Road, Kodumudi",Tamil Nadu,Erode,,638151,,,,,,,,,,,,,
24729,Ashok Krishna Hospital,,,,"#60 A, Devapuram Bhavani,Telephone Exchange Road","60 A, Devapuram Bhavani,Telephone Exchange Road,.",Tamil Nadu,Erode,,638301,,,,,,,,,,,,,
24730,Dr Loganathan Orthopaedic Hospital,,,,"412, Mettur Main Road, Near Sbi Bhavani","412, Mettur Main Road, Near Sbi Bhavani - Erode (Dt)",Tamil Nadu,Erode,,638301,,,,,,,,,,,,,
24731,Sri Preetha Hospital,,,,"15, Palaniappa St.1St Road","15, Palaniappa St.1St Road, Erode-",Tamil Nadu,Erode,,638301,,,,,,,,,,,,,
24732,Sri Saravana Hospital,,,,"Opposite To Government Boys Hr. Sec. School,Varnapuram","Opposite To Government Boys Hr. Sec. School,Varnapuram,.",Tamil Nadu,Erode,,638301,,,,,,,,,,,,,
24733,Suham Hospital and Diabetic Centre,,,,"311/1, Mettur Main Road, Rana Nagar, Bhavani","311/1, Mettur Main Road, Rana Nagar, Bhavani",Tamil Nadu,Erode,,638301,,,,,,,,,,,,,
24734,Sriram Child and Maternity Hospital,,,,"Sriram Hospital, Appakudal Nal Road, Sakthinagar Post, Bhavani (Tk), Erode Bhavani (Tk)","Sriram Hospital, Appakudal Nal Road, Sakthinagar Post, Bhavani (Tk), Erode Bhavani (Tk), Erode",Tamil Nadu,Erode,,638315,,,,,,,,,,,,,
24735,Amudha Polyclinic and Hospital,,,,"101-Athani Road, Sathyamangalam","101-Athani Road, Sathyamangalam,",Tamil Nadu,Erode,,638401,,,,,,,,,,,,,
24736,Emmanuvel Hospital,,,,"80, Athani Road, Sathya Managalam","80, Athani Road, Sathya Managalam,",Tamil Nadu,Erode,,638401,,,,,,,,,,,,,
24737,K.G.R Surgical Nursing Home,,,,"No.9,Kottanakara Street,Sathyamangalam, Athani Road,Near Bhavani Eswarn Koil","No.9,Kottanakara Street,Sathyamangalam, Athani Road,Near Bhavani Eswarn Koil,",Tamil Nadu,Erode,,638401,,,,,,,,,,,,,
24738,Shyamala Hospital,,,,"No.1, Old Post Office Road , North Street","No.1, Old Post Office Road, North Street,",Tamil Nadu,Erode,,638401,,,,,,,,,,,,,
24739,Udhayam Hospital,,,,"33 A/1,Athani Road,Sathyamangalam","33 A/1,Athani Road,Sathyamangalam",Tamil Nadu,Erode,,638401,,,,,,,,,,,,,
24740,Vijaya Hospital - Sathyamangalam,,,,"3 D/2, Rajiv Nagar, Athani Road, Sathyamangalam","3 D/2, Rajiv Nagar, Athani Road, Sathyamangalam",Tamil Nadu,Erode,,638401,,,,,,,,,,,,,
24741,Holy Cross Hospital,,,,"Kothamangalam (P.O),Bhavanisagar","Kothamangalam (P.O),Bhavanisagar",Tamil Nadu,Erode,,638451,,,,,,,,,,,,,
